Number,Frequency
0.636309776442,0.001
-0.295135616709,0.001
-0.656103609391,0.001
-0.733877656665,0.001
1.57607842082,0.001
0.0755805080685,0.001
1.83725882538,0.001
-0.826199292236,0.001
-0.999597066529,0.001
-1.5695776796,0.001
-1.09493969181,0.001
0.222651484132,0.001
-0.185735401941,0.001
0.237742702668,0.001
0.354590660174,0.001
-2.08169932396,0.001
0.898009551253,0.001
0.255706674593,0.001
0.34798408238,0.001
0.578074946381,0.001
-0.692752347171,0.001
0.732897535019,0.001
0.405508287951,0.001
-0.175067781766,0.001
-1.83591314671,0.001
0.665296406733,0.001
1.110766451,0.001
-0.0230810635667,0.001
2.84238442753,0.001
1.85090546631,0.001
-1.81768507891,0.001
-0.504823422,0.001
0.121419641552,0.001
-0.683547471143,0.001
-2.27928055308,0.001
-1.00929672576,0.001
0.300625697272,0.001
0.985771449843,0.001
-0.36663637928,0.001
0.867998764682,0.001
-1.12378161465,0.001
1.23591286842,0.001
-0.40348396965,0.001
-0.0080556715077,0.001
1.11494166811,0.001
1.48177593206,0.001
-1.32622997369,0.001
1.12079103605,0.001
-0.557695825707,0.001
0.539588462403,0.001
-0.89038749397,0.001
0.10462767416,0.001
0.468623898779,0.001
-0.851912453528,0.001
-1.37055960125,0.001
0.0946672469407,0.001
1.84979019177,0.001
0.549452353005,0.001
-0.960255812274,0.001
0.720370698507,0.001
1.2055119606,0.001
0.806773713753,0.001
-1.34222497189,0.001
-0.91811389349,0.001
0.695748725568,0.001
0.132824554537,0.001
0.754775105396,0.001
-0.888790071262,0.001
-1.13120973046,0.001
0.683696569831,0.001
0.824154441143,0.001
0.633413618396,0.001
-0.0218833355579,0.001
-0.286532846158,0.001
0.431369841245,0.001
0.275312952317,0.001
0.0353048784022,0.001
0.964520999926,0.001
1.29889168264,0.001
0.183498003268,0.001
1.8709503634,0.001
1.99674668226,0.001
-0.43214091093,0.001
-0.381894433637,0.001
-0.114532438446,0.001
0.100996980558,0.001
0.0686224198261,0.001
1.16810289813,0.001
0.513693584516,0.001
-0.310840328759,0.001
0.368460218552,0.001
-0.550528682687,0.001
1.33306806506,0.001
0.715352859574,0.001
-0.377810792862,0.001
-0.0131733275279,0.001
1.10155171131,0.001
-0.375303581445,0.001
0.638345333075,0.001
0.302580403135,0.001
-0.883633997584,0.001
-0.683993721829,0.001
-0.357834172818,0.001
-0.859233284025,0.001
0.600359933351,0.001
0.750296869532,0.001
1.6480467042,0.001
-0.309279273016,0.001
-1.33817890994,0.001
-1.86996296567,0.001
0.668838127084,0.001
-2.08147198437,0.001
1.35150054635,0.001
1.99523660708,0.001
-1.82890039844,0.001
0.468730180324,0.001
-0.599134815656,0.001
0.0154039653241,0.001
-0.569906125847,0.001
0.266083176799,0.001
-2.03145017804,0.001
-1.93796803048,0.001
-0.989575988449,0.001
0.0748409771089,0.001
-0.343013944786,0.001
-1.18252349486,0.001
0.645837008588,0.001
0.711077808231,0.001
-0.277967393814,0.001
0.89442527311,0.001
0.395255745128,0.001
-0.354137360528,0.001
-1.51241621855,0.001
-0.307125995485,0.001
0.795650903977,0.001
-0.290561257262,0.001
-0.964610452307,0.001
0.72600039842,0.001
-1.54487966215,0.001
0.613427050275,0.001
-0.604338042739,0.001
-1.4305651036,0.001
-0.910388342348,0.001
-0.988377629449,0.001
-1.79216740596,0.001
-1.11929676924,0.001
-0.134677675634,0.001
-1.68267700502,0.001
-0.804629908428,0.001
-0.0342813051222,0.001
-0.601836070699,0.001
0.212569003973,0.001
1.31597587065,0.001
0.566256701335,0.001
-1.50957461456,0.001
-0.720639567638,0.001
0.491916010902,0.001
0.00863220016163,0.001
0.531968495815,0.001
-0.383300829564,0.001
-0.624220467624,0.001
0.192045893292,0.001
-0.640540455006,0.001
1.34331541585,0.001
1.10007910828,0.001
-1.28839580889,0.001
0.518256335052,0.001
-0.710515951401,0.001
0.00203502423448,0.001
0.333950595299,0.001
-0.179374418191,0.001
-0.859528490961,0.001
-3.22404415914,0.001
0.158188502526,0.001
0.95819441854,0.001
0.231042448815,0.001
-0.145761388944,0.001
-0.560689759255,0.001
-1.78752245834,0.001
-0.0945773137089,0.001
-1.4057103599,0.001
-0.752717325469,0.001
1.29616819315,0.001
-0.173302785876,0.001
-0.00858674298949,0.001
0.199160083308,0.001
-1.02361262446,0.001
0.0953405125796,0.001
-1.60958779007,0.001
0.132217332753,0.001
0.139467042863,0.001
-0.484694270998,0.001
0.850304309245,0.001
-1.68240558439,0.001
-0.205548300241,0.001
1.80741251553,0.001
1.2203975346,0.001
-1.46585379622,0.001
0.0859114761687,0.001
-0.198005689097,0.001
0.40881249776,0.001
0.573557010911,0.001
-1.05167493986,0.001
1.0373357793,0.001
1.20132341508,0.001
1.14756602787,0.001
0.785055963918,0.001
1.22471419025,0.001
0.00174717021646,0.001
-2.059803185,0.001
-0.998319192584,0.001
0.546432930023,0.001
-0.97086299898,0.001
-0.985079567844,0.001
0.567023730692,0.001
1.52197591513,0.001
0.200256338393,0.001
0.225702443818,0.001
0.798802339681,0.001
-0.611826932701,0.001
0.960977519177,0.001
0.176362681968,0.001
-1.37072747161,0.001
0.407855918686,0.001
0.74230047775,0.001
1.65417521805,0.001
